English,Afrikaans,Albanian,Amharic,Arabic,Armenian,Assamese,Aymara,Azerbaijani,Bambara,Basque,Belarusian,Bengali,Bhojpuri,Bosnian,Bulgarian,Catalan,Cebuano,Chinese (Simplified),Chinese (Traditional),Corsican,Croatian,Czech,Danish,Dhivehi,Dogri,Esperanto,Estonian,Ewe,Filipino (Tagalog),Finnish,French,Frisian,Galician,Georgian,Greek,Guarani,Gujarati,Haitian Creole,Hausa,Hawaiian,Hebrew,Hmong,Hungarian,Icelandic,Igbo,Ilocano,Irish,Javanese,Kannada,Kazakh,Khmer,Kinyarwanda,Konkani,Korean,Krio,Kurdish,Kurdish (Sorani),Kyrgyz,Lao,Latin,Latvian,Lingala,Lithuanian,Luganda,Luxembourgish,Macedonian,Maithili,Malagasy,Malay,Malayalam,Maltese,Maori,Marathi,Meiteilon (Manipuri),Mizo,Mongolian,Myanmar (Burmese),Nepali,Norwegian,Nyanja (Chichewa),Odia (Oriya),Oromo,Pashto,Persian,Portuguese,Punjabi,Quechua,Romanian,Russian,Samoan,Sanskrit,Scots Gaelic,Sepedi,Serbian,Sesotho,Shona,Sindhi,Sinhala (Sinhalese),Slovak,Slovenian,Somali,Sundanese,Swahili,Swedish,Tagalog (Filipino),Tajik,Tamil,Tatar,Telugu,Tigrinya,Tsonga,Turkish,Turkmen,Twi (Akan),Ukrainian,Urdu,Uyghur,Uzbek,Vietnamese,Welsh,Xhosa,Yiddish,Yoruba,Zulu
seventy-eight,agt en sewentig,shtatedhjete e tete,seba smnt,thmnyh wsb`wn,yot'anasownowt',athsttr,paqallq tunka llatunkani,yetmis sekkiz,bi wolonwula ni seegin,hirurogeita hamazortzi,semdzesyat vosem,athattr,ad'httr ke ba,sedamdeset osam,sedemdeset i osem,setanta-vuit,kapitoan ug walo,QiShiBa,QiShiBa,settantaottu,sedamdeset i osam,sedmdesat osm,otteoghalvfjerds,hathdhiha ashe,ad'httr da,sepdek ok,seitsekummend kaheksa,blaadre vo enyi,pitumpu't walo,seitsemankymmentakahdeksan,soixante-dix-huit,achtensantich,setenta e oito,samotsdatvramet'i,evdominta okto,setenta y ocho,sitter,swasanndizwit,saba'in da takwas,kanahikukumawalu,sv'ym vsmvnh,xya caum yim,hetvennyolc,sjotiu og atta,iri asaa na asato,pitopulo ket walo,seachto a hocht,pitung dasa wolu,eppttemtu,zhetpis segiz,chetsebbraambei,mirongo irindwi n'umunani,aththahttr vrsam jalim,IlHeunYeoDeolb,sevinti-eit,hefte u hest,heft w hesht,zhetimish segiz,echadsibepd,septuaginta octo,septindesmit astoni,ntuku nsambo na mwambe,septyniasdesimt astuoni,nsanvu mu munaana,siwwenzeg-aacht,sedumdeset i osum,ad'httr,Fitopololahy-valo,tujuh puluh lapan,elupttiyett,tmienja u sebghin,whitu tekau ma waru,aththettr,78 sure.,sawmsarih leh pariat a ni,dalan naym,khuncchyrhc,athhttr,syttiatte,makumi asanu ndi awiri mphambu zisanu ndi zitatu,sturi,torbaatamii saddeet,th wy,hftd w hsht,setenta e oito,ath'tr,qanchis chunka pusaqniyuq,saptezeci si opt,sem'desyat vosem',fitugafulu ma le valu,astspttih,seachdad 's a h-ochd,masomesupa-seswai,sedamdeset osam,mashome a supileng a metso e robedi,makumi manomwe nesere,thytlyhh,haettae at,sedemdesiatosem,oseminsedemdeset,toddobaatan iyo siddeed,tujuh puluh dalapan,sabini na nane,sjuttioatta,pitumpu't walo,haftodu hasht,elupttettu,jitmesh sigez,debbai enimidi,seb`an shemonten,makume-nkombo-nhungu,yetmis sekiz,yetmis sekiz,aduoson awotwe,simdesyat visim,thrh,yetmash sekkaz,etmish sakkiz,bay muoi tam,saith deg wyth,amashumi asixhenxe anesibhozo,'akht 'vn zyv'tsyk,adorin-meji,amashumi ayisikhombisa nesishiyagalombili
seventy-nine,nege en sewentig,shtatedhjete e nente,seba zet'eny,ts`h wsb`wn,yot'anasowniny,unsttr,paqallq tunka llatunkani,yetmis doqquz,bi wolonwula ni kononton,hirurogeita hemeretzi,semdzesyat dzevyats',unsttr,unhttr ke ba,sedamdeset devet,sedemdeset i devet,setanta-nou,kapitoan ug siyam,QiShiJiu,QiShiJiu,settanta nove,sedamdeset i devet,sedmdesat devet,nioghalvfjerds,hathdhiha nuva eve,unhttr,sepdek nau,seitsekummend uheksa,blaadre vo enyi,pitumpu't siyam,seitsemankymmentayhdeksan,soixante-dix-neuf,njoggenensantich,setenta e nove,samotsdatskhramet'i,evdominta ennea,setenta y nueve,sitter-nv,swasanndinef,saba'in da tara,kanahikukumaiwa,sv'ym vts',xya caum cuaj,hetvenkilenc,sjotiu og niu,iri asaa na itoolu,pitopulo ket siam,seachto a naoi,pitung dasa sanga,eppttombttu,zhetpis toghyz,chetsebbraambuon,mirongo irindwi n'icyenda,ekonsttr,IlHeunAHob,sevinti nayn,hefte u neh,heft w no,zhetimish toguz,echadsibekoa,septuaginta novem,septindesmit devini,ntuku nsambo na libwa,septyniasdesimt devyni,nsanvu mu mwenda,siwwenzeg-neng,sedumdeset i devet,unhttri,Sivy amby fito-polo,tujuh puluh sembilan,elupttompt,disgha u sebghin,whitu tekau ma iwa,ekonpnnas,79 suba.,sawmsarih leh pakua a ni,dalan eson,khuncchykiu,unasttr,syttini,makumi asanu ndi awiri mphambu zisanu ndi zinayi,sturi na,torbaatamii sagal,nhh wy,hftd w nh,setenta e nove,un'tr,qanchis chunka isqunniyuq,saptezeci si noua,sem'desyat devyat',fitugafulu ma le iva,nvspttih,seachdad 's a naoi,masomesupa-senyane,sedamdeset devet,mashome a supileng a metso e robong,makumi manomwe nepfumbamwe,str,haettae nvy,sedemdesiatdevat,devetinsedemdeset,todobaatan iyo sagaal,tujuh puluh salapan,sabini na tisa,sjuttionio,pitumpu't siyam,haftodu nuh,elupttonptu,jitmesh tugyz,debbai tommidi,seb`an tsh`aten,makume-nkombo-nhungu,yetmis dokuz,yetmis dokuz,aduoson nkron,simdesyat dev'yat',nsy,yetmash twqquz,etmish to'qqiz,bay muoi chin,saith deg naw,amashumi asixhenxe anesithoba,neyn 'vn zyv'tsyk,mokandinlogorin,amashumi ayisikhombisa nesishiyagalolunye
eighty,tagtig,tetedhjete,semanya,thmnwn,owt'sown,asi,kimsaqallq tunka,seksen,bisegin,laurogei,vosemdzesyat,asi,assi,osamdeset,osemdeset,vuitanta,kawaloan,BaShi,BaShi,ottanta,osamdeset,osmdesat,firs,ashdiha,assi,okdek,kaheksakummend,blaenyi,otsenta,kahdeksankymmenta,quatre-vingts,tachtich,oitenta,otkhmotsi,ogdonta,poapypa,emsi,katreven,tamanin,kanawalu,shemvoniym,yim caum,nyolcvan,attatiu,iri asato,walo a pulo,ochto,wolung puluh,embttu,seksen,baetseb,mirongo inani,aimsim,YeoDeun,eti,heste,hesht,seksen,epdsib,octoginta,astondesmit,ntuku mwambe,astuoniasdesimt,kinaana,uechtzeg,osumdeset,assi,valo-polo,lapan puluh,enpt,tmenin,waru tekau,aimsi,mriphu,sawmriat,nayan,rhcchy,assi,atti,makumi asanu ndi atatu,asi,saddeettama,ty,hshtd,oitenta,a'si,pusaq chunka,optzeci,vosem'desyat,valu sefulu,asiti,ochdad,masomeseswai,osamdeset,mashome a robeli,makumi masere,sy,asuv,osemdesiat,osemdeset,sideetan,dalapan puluh,themanini,attio,otsenta,hashtod,enptu,siksan,enbhai,semanya,makumenhungu,seksen,segsen,aduowotwe,visimdesyat,sy,seksen,sakson,tam muoi,wythdeg,Amashumi asibhozo,'akhtsyk,ogorin,amashumi ayisishiyagalombili
eighty-one,een-en-tagtig,tetedhjete e nje,semanya 'and,whd wthmnwn,owt'sownmek,ekasi,llatunk tunka mayani,seksen bir,biwooro ni kelen,laurogeita bat,vosemdzesyat adzin,ekasi,ekaisi ke ba,osamdeset jedan,osemdeset i edno,vuitanta-un,kawaloan ug usa,BaShiYi,BaShiYi,ottanta unu,osamdeset jedan,osmdesat jedna,enogfirs,ashdiha eke,ik assi,okdek unu,kaheksakummend uks,blaato vo deka,walumpu't isa,kahdeksankymmentayksi,quatre-vingt-un,ienentachtich,oitenta e un,otkhmotsdaerti,ogdonta ena,ochenta y uno,ekyasi,katreven youn,tamanin da daya,kanawalukumakahi,smvnym v'ht,yim caum,nyolcvanegy,attatiu og einn,iri asato na otu,walopulo ket maysa,ochto a haon,wolung puluh siji,embttomdu,seksen bir,baetsebmuoy.,mirongo inani na rimwe,ekrasim vrsam jalim,YeoDeunHaNa,et en wan,heste u yek,hesht w yek,seksen bir,epdsibhnung,octoginta unus,astondesmit viens,ntuku mwambe na moko,astuoniasdesimt vienas,kinaana mu kimu,eenanzwanzeg,osumdeset i eden,ek assi,Amby valo-polo iray,lapan puluh satu,enpttiyonn,wiehed u tmenin,waru tekau ma tahi,aimsi,81,sawmriat leh pakhat a ni,nayan neg,rhcchytc,ekkasi,attien,makumi asanu ndi atatu ndi chimodzi,asi ek,saddeettamii tokko,yw ty,hshtd w yk,oitenta e um,a'si,pusaq chunka hukniyuq,optzeci si unu,vosem'desyat odin,valu sefulu tasi,ekasitih,ceithir fichead 's a h-aon,masomeseswai-tee,osamdeset jedan,mashome a robedi le motso o mong,makumi masere nerimwe,ykyhh,asu ekyi,osemdesiatjeden,enainosemdeset,kow iyo sideetan,dalapan puluh hiji,themanini na moja,attioen,walumpu't isa,hashtod yak,enpttonru,siksan ber,enbhai okti,semanyan haden,makume-nhungu-n'we,seksen bir,segsen bir,aduowotwe biako,visimdesyat odin,kysy,seksen bar,sakson bir,tam muoi mot,wyth deg un,amashumi asibhozo ananye,'yyn 'vn 'akhtsyk,mokanlelogorin,amashumi ayisishiyagalombili nanye
eighty-two,twee-en-tagtig,tetedhjete e dy,semanya hulet,thnn wthmnwn,owt'sown erkow,barasi,llatunk tunka payani,seksen iki,biwooro ni fila,laurogeita bi,vosemdzesyat dva,biy'asi,basi ke ba,osamdeset dva,osemdeset i dve,vuitanta-dos,kawaloan ug duha,BaShiEr,BaShiEr,ottantadui,osamdeset i dvije,osmdesat dva,toogfirs,ashdiha dhe meehunneve,byasi,okdek du,kaheksakummend kaks,blaato vo eve,walumpu't dalawa,kahdeksankymmentakaksi,quatre-vingt-deux,twaentachtich,oitenta e dous,otkhmotsdatormet'i,ogdonta dyo,ochenta y dos,byasi,katrevende,tamanin da biyu,kanawalukumamalua,smvnym vstyym,yim caum ob,nyolcvanketto,attatiu og tveir,iri asato na abuo,walopulo ket dua,ochto a do,wolung puluh loro,embtterdu,seksen eki,baetsebpeir,mirongo inani na kabiri,barasim,YeoDeunDul,et en tu,heste u du,hesht w dww,seksen eki,epdsibsng,octoginta duo,astondesmit divi,ntuku mwambe na mibale,astuoniasdesimt du,kinaana mu bibiri,zweeanachtzeg,osumdeset i dva,byasi,Roa amby valo-polo,lapan puluh dua,enpttirnt,tnejn u tmenin,waru tekau ma rua,becyasi,82,sawmriat leh pahnih,nayan khoer,rhcchynhc,byasi,attito,makumi asanu ndi atatu mphambu ziwiri,atheis,saddeettamii lama,dwh ty,hshtd w dw,oitenta e dois,biasi,pusaq chunka iskayniyuq,optzeci si doi,vosem'desyat dva,valu sefulu lua,dvasitih,ceithir fichead 's a dha,masomeseswai-pedi,osamdeset dva,mashome a robedi le metso e mmedi,makumi masere nembiri,bi'y,asu dek,osemdesiatdva,dvainosemdeset,sideetan iyo laba,dalapan puluh dua,themanini na mbili,attiotva,walumpu't dalawa,hashtodu du,enpttirntu,siksan ike,enbhai remdu,semanyan klten,makume-nhungu-mbirhi,seksen iki,segsen iki,aduowotwe mmienu,visimdesyat dva,bysy,seksen i'akka,sakson ikki,tam muoi hai,wyth deg dau,amashumi asibhozo anesibini,tsvvyy 'vn 'akhtsyk,mejilelogorin,amashumi ayisishiyagalombili nambili
eighty-three,drie-en-tagtig,tetedhjete e tre,semanya sost,thlthh wthmnwn,owt'sownerek',terasi,llatunk tunka kimsani,seksen uc,biwooro ni saba,laurogeita hiru,vosemdzesyat try,terasi,terasi ke ba,osamdeset tri,osemdeset i tri,vuitanta-tres,kawaloan ug tulo,BaShiSan,BaShiSan,ottanta tre,osamdeset i tri,osmdesat tri,treogfirs,ashdiha thin meehunneve,terasi,okdek tri,kaheksakummend kolm,blaato vo eto,walumpu't tatlo,kahdeksankymmentakolme,quatre-vingt-trois,trijeentachtich,oitenta e tres,otkhmotsdasami,ogdonta tria,ochenta y tres,treyasi,katreven twa,tamanin da uku,kanawalukumakolu,smvnym vslvs,yim caum peb,nyolcvanharom,attatiu og thrir,iri asato na ato,walopulo ket tallo,ochto a tri,wolung puluh telu,embttmuru,seksen ush,baetsebbei,mirongo inani na gatatu,terasim,YeoDeunSes,et en tri pipul den,heste u se,hesht w se,seksen uch,epdsibsam,octoginta tres,astondesmit tris,ntuku mwambe na misato,astuoniasdesimt trys,kinaana mu ssatu,uechtzeg-drai,osumdeset i tri,terasi,Telo amby valo-,lapan puluh tiga,enpttimunn,tlieta u tmenin,waru tekau ma toru,tyasi,83 sure.,sawmriat leh pathum a ni,nayan gurav,rhcchysum,terasi,attitre,makumi asanu ndi atatu ndi atatu,asi tini,saddeettamii sadii,dre ty,hshtd w sh,oitenta e tres,a'si-timn,pusaq chunka kimsayuq,optzeci si trei,vosem'desyat tri,valu sefulu tolu,trysitih,ceithir fichead 's a tri,masomeseswai-tharo,osamdeset tri,mashome a robedi a metso e meraro,makumi masere namatatu,tyi'y,asu tunyi,osemdesiattri,triinosemdeset,sideetan iyo saddex,dalapan puluh tilu,themanini na tatu,attiotre,walumpu't tatlo,hashtodu se,enpttu munru,siksan och,enbhai mudu,semanyan selesten,makume-nhungu-nharhu,seksen uc,segsen uc,aduowotwe abiesa,visimdesyat tri,trsy,seksen i'uch,sakson uch,tam muoi ba,wyth deg tri,amashumi asibhozo anesithathu,dreya 'vn 'akhtsyk,metalelogorin,amashumi ayisishiyagalombili nantathu
eighty-four,vier-en-tagtig,tetedhjete e kater,semanya 'arat,'rb`h wthmnwn,owt'sownch'ors,caurasi,llatunk tunka pusini,seksen dord,mogo biwooro ni naani,laurogeita lau,vosemdzesyat chatyry,curasi,caurasi ke ba,osamdeset cetiri,osemdeset i chetiri,vuitanta-quatre,kawaloan ug upat,BaShiSi,BaShiSi,ottantaquattru,osamdeset i cetiri,osmdesat ctyri,fireogfirs,ashdiha hatharu meehunneve,caurasi,okdek kvar,kaheksakummend neli,blaato vo ene,walumpu't apat,kahdeksankymmentanelja,quatre-vingt-quatre,fjouwerentachtich,oitenta e catro,otkhmotsdaotkhi,ogdonta tessera,ochenta y cuatro,coryasi,katrevenkat,tamanin da hudu,kanawalukumaha,smvnym v'rv',yim caum plaub,nyolcvannegy,attatiu og fjorir,iri asato na ano,walopulo ket uppat,ochto a ceathair,wolung puluh papat,embhtnalku,seksen tort,baetsebbuon,mirongo inani na kane,caurasi,YeoDeunNes,et en 4 pipul den,heste u car,hesht w chwr,seksen tort,epdsibsi,octoginta quattuor,astondesmit cetri,ntuku mwambe na minei,astuoniasdesimt keturi,kinaana mu bana,veieranzechzeg,osumdeset i chetiri,caurasi,Efatra amby valopolo,lapan puluh empat,enpttinal,erbgha u tmenin,waru tekau ma wha,cauryasi,84,sawmriat leh pali,nayan dorov,rhcchyle,caurasi,attifire,makumi asanu ndi atatu mphambu anayi,atheis,saddeettamii afur,th tslwysht,hshtd w chhr,oitenta e quatro,curasi,pusaq chunka tawayuq,optzeci si patru,vosem'desyat chetyre,valugafulu ma le fa,ctursitih,ceithir fichead 's a ceithir,masomeseswai-nne,osamdeset chetiri,mashome a robedi a metso e mene,makumi masere namana,chwrsy,asu htryi,osemdesiatstyri,stiriinosemdeset,afar iyo siddeetan,dalapan puluh opat,themanini na nne,attiofyra,walumpu't apat,hashtodu chor,enpttu nanku,siksan durt,enbhai nalugu,semanyan 'arba`ten 'yom.,makume-nhungu-mune,seksen dort,segsen dort,aduowotwe anan,visimdesyat chotiri,chwrsy,seksen tot,sakson to'rt,tam muoi bon,wyth deg pedwar,amashumi asibhozo anesine,fyr 'vn 'akhtsyk,merinlelogorin,amashumi ayisishiyagalombili nane
eighty-five,vyf en tagtig,tetedhjete e pese,semanya 'amst,khmsh wthmnwn,owt'sownhing,pmcasi,llatunk tunka phisqhani,seksen bes,biwooro ni duuru,laurogeita bost,vosemdzesyat pyats',pmcasi,pcasi ke ba,osamdeset pet,osemdeset i pet,vuitanta-cinc,kawaloan ug lima,BaShiWu,BaShiWu,ottantacinque,osamdeset i pet,osmdesat pet,femogfirs,ashdiha fas meehunneve,pcasi,okdek kvin,kaheksakummend viis,blaato vo ato,walumpu't lima,kahdeksankymmentaviisi,quatre-vingt-cinq,fiifentachtich,oitenta e cinco,otkhmotsdatkhutmet'i,ogdonta pente,ochenta y cinco,pmcyasi,katrevensenk,tamanin da biyar,kanawalukumalima,smvnym vhms,yim caum tsib,nyolcvanot,attatiu og fimm,iri asato na ise,walopulo ket lima,ochto a cuig,wolung puluh lima,embhttaidu,seksen bes,baetsebbraam,mirongo inani na gatanu,pmcasim,YeoDeunDaSeos,et en fayv,heste u penc,hesht w penj,seksen besh,epdsibha,octoginta quinque,astondesmit pieci,ntuku mwambe na mitano,astuoniasdesimt penkeri,kinaana mu ttaano,aachtfennef,osumdeset i pet,pcasi,Dimy amby valo-polo,lapan puluh lima,enpttiync,hamsa u tmenin,waru tekau ma rima,pmcyaaimsi,85 suba.,sawmriat leh panga a ni,nayan tav,rhcchyna,pcasi,attifem,makumi asanu ndi atatu mphambu zisanu,pcis,saddeettamii shan,th pndzws,hshtd w pnj,oitenta e cinco,a'si-pmjah,pusaq chunka pichqayuq,optzeci si cinci,vosem'desyat pyat',valu sefulu lima,pncasitih,ceithir fichead 's a coig,masomeseswai-hlano,osamdeset pet,mashome a robedi a metso e mehlano,makumi masere neshanu,pnjhh,asu phyi,osemdesiatpat,petinosemdeset,shan iyo sideetan,dalapan puluh lima,themanini na tano,attiofem,walumpu't lima,hashtodu panj,enpttaintu,siksan bish,enbhai aidu,semanyan hamushten 'yu.,makume-nhungu-ntlhanu,seksen bes,segsen bas,aduowotwe anum,visimdesyat p'yat',pchsy,seksen besh,sakson besh,tam muoi lam,wyth deg pump,amashumi asibhozo anesihlanu,fynf 'vn 'akhtsyk,ogorin-marun,amashumi ayisishiyagalombili nanhlanu
eighty-six,ses en tagtig,tetedhjete e gjashte,semanya sdst,sth wthmnwn,owt'sownvets',chy'asi,llatunk tunka suxtani,seksen alti,biwooro ni wooro,laurogeita sei,vosemdzesyat shests',atstti,chiyasi ke ba,osamdeset sest,osemdeset i shest,vuitanta-sis,kawaloan ug unom,BaShiLiu,BaShiLiu,ottantasei,osamdeset i sest,osmdesat sest,seksogfirs,ashdiha ha eve,chiyasi,okdek ses,kaheksakummend kuus,blaato vo ade,walumpu't anim,kahdeksankymmentakuusi,quatre-vingt-six,seisentachtich,oitenta e seis,otkhmotsdaekvsi,ogdonta exi,ochenta y seis,chyasi,katreven-sis,tamanin da shida,kanawalukumamaono,smvnym vss,yim caum,nyolcvanhat,attatiu og sex,iri asato na isii,walopulo ket innem,ochto a se,wolung dasa enem,embttaru,seksen alty,baetsebbraammuoy.,mirongo inani na gatandatu,chiyasi,YeoDeunYeoSeos,et en siks,heste u ses,hesht w shesh,seksen alty,epdsibhok,octoginta sex,astondesmit sesi,ntuku mwambe na motoba,astuoniasdesimt seseri,kinaana mu mukaaga,sechsanzachtzeg,osumdeset i shest,chiyasi,Enina amby valo-,lapan puluh enam,enpttiyar,sitta u tmenin,waru tekau ma ono,chyaaimsi,86 sure.,sawmriat leh paruk,nayan zurgaa,rhcchykhreak,chyasi,atti-seks,makumi asanu ndi atatu mphambu zisanu ndi chimodzi,sathie,saddeettamii ja'a,th shpyth,hshtd w shsh,oitenta e seis,chiasi,pusaq chunka suqtayuq,optzeci si sase,vosem'desyat shest',valu sefulu ono,sdsitih,ceithir fichead 's a sia,masomeseswai-tshela,osamdeset shest,mashome a robedi a metso e tsheletseng,makumi masere nematanhatu,chhyn,asu hyyi,osemdesiatsest,sestinosemdeset,lix iyo sideetan,dalapan puluh genep,themanini na sita,attiosex,walumpu't anim,hashtodu shash,enpttaru,siksan alty,enbhai aru,semanyan shdushten,makume-nhungu-nhungu,seksen alti,segsen alty,aduowotwe nsia,visimdesyat shist',chhysy,seksen i'lte,sakson olti,tam muoi sau,wyth deg chwech,amashumi asibhozo anesithandathu,z'ks 'vn 'akhtsyk,ogorin-mefa,amashumi ayisishiyagalombili nesithupha
eighty-seven,sewe en tagtig,tetedhjete e shtate,semanya sebat,sb`h wthmnwn,owt'sownyot',satasi,llatunk tunka paqallquni,seksen yeddi,biwooro ni wolonwula,laurogeita zazpi,vosemdzesyat sem,satasi,sttasi ke ba,osamdeset sedam,osemdeset i sedem,vuitanta-set,kawaloan ug pito,BaShiQi,BaShiQi,ottantasette,osamdeset i sedam,osmdesat sedm,syvogfirs,ashdiha hath meehunneve,sttasi,okdek sep,kaheksakummend seitse,blaato vo adre,walumpu't pito,kahdeksankymmentaseitseman,quatre-vingt-sept,sanentachtich,oitenta e sete,otkhmotsdachvidmet'i,ogdonta epta,ochenta y siete,satyasi,katrevenset,tamanin da bakwai,kanawalukumamahiku,smvnym vsv',yim caum,nyolcvanhet,attatiu og sjo,iri asato na asaa,walopulo ket pito,ochto a seacht,wolung puluh pitu,embttelu,seksen zheti,baetsebbraampeir,mirongo inani na karindwi,sttaaimsi,YeoDeunIlGob,et en sevin,heste u heft,hesht w hewt,seksen zheti,epdsibechad,octoginta septem,astondesmit septini,ntuku mwambe na nsambo,astuoniasdesimt septyneri,kinaana mu musanvu,siwenanzwanzeg,osumdeset i sedum,sttasi,fito amby valo-polo,lapan puluh tujuh,enpttiyel,sebgha u tmenin,waru tekau ma whitu,sttaaimsi,87 sure.,sawmriat leh pasarih a ni,nayan doloo,rhcchykhunc,assi sat,attisju,makumi asanu ndi atatu mphambu zisanu ndi ziwiri,sturi,saddeettamii torba,wwh ty,hshtd w hft,oitenta e sete,s'tr,pusaq chunka qanchisniyuq,optzeci si sapte,vosem'desyat sem',valugafulu ma le fitu,sptasitih,ceithir fichead 's a seachd,masomeseswai-supa,osamdeset sedam,mashome a robedi a metso e supileng,makumi masere namanomwe,styn,asu htyi,osemdesiatsedem,sedeminosemdeset,todobaatan iyo sideetan,dalapan puluh tujuh,themanini na saba,attiosju,walumpu't pito,hashtodu haft,enpttelu,siksan jide,enbhai edu,semanyan shew`aten,makume-nhungu-nkombo,seksen yedi,segsen yedi,aduowotwe nson,visimdesyat sim,stsy,seksen yette,sakson yetti,tam muoi bay,wyth deg saith,amashumi asibhozo anesixhenxe,zyvn 'vn 'akhtsyk,ogorin-meje,amashumi ayisishiyagalombili nesikhombisa
eighty-eight,agt en tagtig,tetedhjete e tete,semanya smnt,thmnyh wthmnwn,owt'sownowt',athasi,llatunk tunka llatunkani,seksen sekkiz,biwooro ni seegin,laurogeita zortzi,vosemdzesyat vosem,atas,athasi ke ba,osamdeset osam,osemdeset i osem,vuitanta-vuit,kawaloan ug walo,BaShiBa,BaShiBa,ottanta ottu,osamdeset i osam,osmdesat osm,otteogfirs,ashdiha ashe,atthasi,okdek ok,kaheksakummend kaheksa,blaato vo enyi,walumpu't walo,kahdeksankymmentakahdeksan,quatre-vingt-huit,achtentachtich,oitenta e oito,otkhmotsdarva,ogdonta okto,ochenta y ocho,emsi,katreven-uit,tamanin da takwas,kanawalukumawalu,smvnym vsmvnh,yim caum,nyolcvannyolc,attatiu og atta,iri asato na asato,walopulo ket walo,ochto a hocht,wolung puluh wolu,embhttemtu,seksen segiz,baetsebbraambei,mirongo inani n'umunani,aththasim,YeoDeunYeoDeolb,et en et,heste u heste,hesht w hesht,seksen segiz,epdsibepd,octoginta octo,astondesmit astoni,ntuku mwambe na mwambe,astuoniasdesimt astuoni,kinaana mu munaana,aachtanzechzeg,osumdeset i osum,atthasi,valo amby valo-polo,lapan puluh lapan,enpttiyett,tmienja u tmenin,waru tekau ma waru,aimsi,88 suba.,sawmriat leh pariat a ni,nayan naym,rhcchyrhc,atthasi,attiatte,makumi asanu ndi atatu mphambu zisanu ndi zitatu,atheis,saddeettamii saddeet,th ty,hshtd w hsht,oitenta e oito,a'si,pusaq chunka pusaqniyuq,optzeci si opt,vosem'desyat vosem',valu sefulu valu,astasitih,ceithir fichead 's a h-ochd,masomeseswai-seswai,osamdeset osam,mashome a robedi a metso e robedi,makumi masere nemasere,thytlyhh,asu atyi,osemdesiatosem,oseminosemdeset,sideetan iyo sideed,dalapan puluh dalapan,themanini na nane,attioatta,walumpu't walo,hashtodu hasht,enpttettu,siksan sigez,enbhai enimidi,semanyan shemonten,makume-nhungu-nhungu,seksen sekiz,segsen sekiz,aduowotwe awotwe,visimdesyat visim,thsy,seksen sekkaz,sakson sakkiz,tam muoi tam,wyth deg wyth,amashumi asibhozo anesibhozo,'akht 'vn 'akhtsyk,ogorin-mejo,amashumi ayisishiyagalombili nesishiyagalombili
eighty-nine,nege en tagtig,tetedhjete e nente,semanya zet'eny,ts`h wthmnwn,owt'sowniny,unasi,llatunk tunka llatunkani,seksen doqquz,biwooro ni kononton,laurogeita bederatzi,vosemdzesyat dzevyats',uny'asi,uncasi ke ba,osamdeset devet,osemdeset i devet,vuitanta-nou,kawaloan ug siyam,BaShiJiu,BaShiJiu,ottanta nove,osamdeset i devet,osmdesat devet,niogfirs,ashdiha nuva eve,unasi,okdek nau,kaheksakummend uheksa,blaato vo enyi,walumpu't siyam,kahdeksankymmentayhdeksan,quatre-vingt-neuf,njoggenentachtich,oitenta e nove,otkhmotsdatskhramet'i,ogdonta ennea,ochenta y nueve,ognyasi,katrevennef,tamanin da tara,kanawalukumaiwa,smvnym vts',yim caum,nyolcvankilenc,attatiu og niu,iri asato na itoolu,walopulo ket siam,ochto a naoi,wolung puluh sanga,embttombttu,seksen toghyz,baetsebbraambuon,mirongo inani n'icyenda,ekonaimsi,YeoDeunAHob,et en nayn pipul den,heste u neh,hesht w no,seksen toguz,epdsibekoa,octuagesimo nono,astondesmit devini,ntuku mwambe na libwa,astuoniasdesimt devyni,kinaana mu mwenda,nenganzwanzeg,osumdeset i devet,untasi,Sivy amby valo-polo,lapan puluh sembilan,enpttompt,disgha u tmenin,waru tekau ma iwa,ekonpnnas,89 suba.,sawmriat leh pakua a ni,nayan eson,rhcchykiu,unayasi,attini,makumi asanu ndi atatu mphambu zisanu ndi zinayi,asi-na,saddeettamii sagal,nhh ty,hshtd w nh,oitenta e nove,a'si,pusaq chunka isqunniyuq,optzeci si noua,vosem'desyat devyat',valu sefulu iva,nvsitih,ceithir fichead 's a naoi,masomeseswai-senyane,osamdeset devet,mashome a robedi a metso e robong,makumi masere nepfumbamwe,thwyhh,asu nvy,osemdesiatdevat,devetinosemdeset,siddeetan iyo sagaal,dalapan puluh salapan,themanini na tisa,attionio,walumpu't siyam,hashtodu nuh,enpttonptu,siksan tugyz,enbhai tommidi,semanyan tsh`aten,makume-nhungu-nhungu,seksen dokuz,segsen dokuz,aduowotwe nkron,visimdesyat dev'yat',nsy,seksen twqquz,sakson to'qqiz,tam muoi chin,wyth deg naw,amashumi asibhozo anesithoba,neyan 'vn 'akhtsyk,mokandinlogorin,amashumi ayisishiyagalombili nesishiyagalolunye
